url,source,is_keeper,repo,owner,org
https://github.com/BuzzFeedNews/2014-08-irs-scams,github,True,2014-08-irs-scams,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2014-06-firework-injuries,github,True,2014-06-firework-injuries,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2014-06-bikeshare-gender-maps,github,True,2014-06-bikeshare-gender-maps,BuzzFeedNews,BuzzFeed News
https://github.com/wireservice/lookupr,github,False,lookupr,wireservice,wireservice
https://github.com/tarbell-project/tarbell-template,github,False,tarbell-template,tarbell-project,tarbell-project
https://github.com/sunlightlabs/fcc-net-neutrality-comments,github,False,fcc-net-neutrality-comments,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/gun-data-explorer,github,False,gun-data-explorer,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/opencongress,github,False,opencongress,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/brisket,github,False,brisket,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/chartoff,github,False,chartoff,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/foia-data,github,False,foia-data,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/openingparliament,github,False,openingparliament,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/widgets,github,False,widgets,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/horseradish,github,False,horseradish,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/transparencycamp,github,False,transparencycamp,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/the-phantom-mask,github,False,the-phantom-mask,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/Cordray-Jeopardy-Analysis,github,False,Cordray-Jeopardy-Analysis,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/emailcongress,github,False,emailcongress,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/tcamp,github,False,tcamp,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/email-templates,github,False,email-templates,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/wwc,github,False,wwc,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/sf-icons,github,False,sf-icons,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/openfederal,github,False,openfederal,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/bulgogi,github,False,bulgogi,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/earmarkwatch,github,False,earmarkwatch,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/sfcom-2012,github,False,sfcom-2012,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/transbearency,github,False,transbearency,sunlightlabs,sunlightlabs
